I,II,V1,V2,V3,V4,V5,V6,status,x
-12,-11,-4,-9,-19,-18,-10,-14,0,2316
-12,-11,-4,-9,-19,-18,-10,-14,0,2317
-12,-10,-4,-9,-18,-18,-10,-14,0,2318
-12,-10,-4,-9,-18,-18,-9,-14,0,2319
-12,-10,-4,-9,-18,-17,-9,-14,0,2320
-12,-10,-4,-9,-17,-17,-9,-14,0,2321
-12,-10,-4,-9,-17,-17,-9,-13,0,2322
-12,-10,-4,-9,-17,-17,-9,-13,0,2323
-12,-10,-4,-8,-17,-17,-9,-13,0,2324
-12,-10,-4,-8,-17,-17,-9,-13,0,2325
-12,-10,-4,-8,-17,-16,-8,-13,0,2326
-12,-10,-4,-8,-17,-16,-8,-13,0,2327
-12,-10,-3,-8,-16,-16,-8,-13,0,2328
-12,-10,-3,-8,-16,-16,-8,-13,0,2329
-12,-10,-3,-8,-16,-16,-8,-12,0,2330
-12,-9,-3,-7,-16,-16,-8,-12,0,2331
-11,-9,-3,-7,-16,-16,-8,-12,0,2332
-11,-9,-3,-7,-16,-16,-8,-12,0,2333
-11,-9,-3,-8,-16,-16,-8,-12,0,2334
-11,-9,-3,-8,-16,-16,-8,-13,0,2335
-11,-9,-3,-8,-16,-16,-8,-13,0,2336
-11,-9,-3,-8,-16,-16,-8,-13,0,2337
-11,-9,-3,-8,-16,-16,-8,-13,0,2338
-11,-9,-3,-8,-16,-16,-7,-13,0,2339
-11,-9,-3,-8,-16,-15,-7,-12,0,2340
-11,-9,-3,-8,-15,-15,-7,-12,0,2341
-11,-9,-3,-8,-15,-15,-7,-12,0,2342
-11,-9,-3,-7,-15,-15,-7,-12,0,2343
-11,-8,-3,-7,-15,-15,-7,-12,0,2344
-11,-8,-2,-7,-15,-15,-7,-12,0,2345
-11,-8,-2,-7,-14,-15,-6,-12,0,2346
-11,-8,-2,-7,-14,-14,-6,-12,0,2347
-11,-8,-2,-7,-14,-14,-6,-12,0,2348
-10,-8,-2,-7,-14,-14,-6,-12,0,2349
-10,-7,-2,-7,-14,-14,-6,-12,0,2350
-10,-7,-2,-7,-14,-14,-5,-12,0,2351
-10,-7,-2,-7,-14,-13,-5,-12,0,2352
-10,-7,-2,-7,-13,-13,-5,-12,0,2353
-10,-7,-2,-7,-13,-13,-5,-12,0,2354
-10,-6,-2,-6,-13,-13,-5,-12,0,2355
-10,-6,-2,-6,-13,-13,-5,-12,0,2356
-10,-6,-2,-6,-13,-13,-5,-12,0,2357
-10,-6,-2,-6,-13,-13,-5,-12,0,2358
-10,-6,-2,-6,-13,-13,-5,-12,0,2359
-10,-6,-2,-6,-13,-12,-5,-12,0,2360
-9,-6,-2,-6,-13,-12,-5,-11,0,2361
-9,-6,-2,-6,-13,-12,-5,-11,0,2362
-9,-6,-2,-6,-12,-12,-5,-11,0,2363
-9,-6,-2,-6,-12,-12,-5,-11,0,2364
-9,-6,-2,-6,-12,-12,-4,-11,0,2365
-9,-6,-2,-6,-12,-12,-4,-11,0,2366
-9,-6,-2,-6,-12,-12,-4,-11,0,2367
-9,-6,-2,-6,-12,-12,-4,-11,0,2368
-9,-6,-2,-6,-12,-11,-4,-11,0,2369
-9,-5,-2,-6,-12,-11,-4,-11,0,2370
-9,-5,-2,-6,-12,-11,-4,-11,0,2371
-8,-5,-2,-6,-12,-11,-4,-10,0,2372
-8,-5,-2,-6,-12,-11,-4,-10,0,2373
-8,-5,-2,-6,-12,-11,-3,-10,0,2374
-8,-5,-2,-6,-12,-11,-3,-10,0,2375
-8,-5,-1,-6,-11,-11,-3,-10,0,2376
-8,-5,-1,-5,-11,-11,-3,-10,0,2377
-8,-5,-1,-5,-11,-11,-3,-10,0,2378
-8,-5,-1,-5,-11,-11,-3,-10,0,2379
-8,-5,-1,-5,-11,-10,-3,-10,0,2380
-8,-5,-1,-5,-11,-10,-3,-10,0,2381
-8,-5,-1,-5,-11,-10,-3,-10,0,2382
-8,-5,-1,-5,-10,-10,-3,-10,0,2383
-8,-5,-1,-5,-10,-10,-3,-10,0,2384
-8,-5,-1,-4,-10,-10,-3,-10,0,2385
-8,-5,-1,-4,-10,-9,-2,-9,0,2386
-8,-4,-1,-4,-10,-9,-2,-9,0,2387
-8,-4,-1,-4,-10,-9,-2,-9,0,2388
-8,-4,-1,-4,-10,-9,-2,-9,0,2389
-8,-4,-1,-4,-9,-9,-2,-9,0,2390
-8,-4,-1,-4,-9,-8,-2,-9,0,2391
-8,-4,-1,-4,-9,-8,-2,-9,0,2392
-8,-4,-1,-4,-9,-8,-2,-9,0,2393
-8,-4,-1,-4,-9,-8,-2,-9,0,2394
-8,-4,-1,-4,-9,-8,-2,-9,0,2395
-8,-3,-1,-4,-9,-8,-2,-9,0,2396
-7,-3,-1,-4,-8,-8,-2,-9,0,2397
-7,-3,-1,-4,-8,-8,-2,-8,0,2398
-7,-3,-1,-4,-8,-8,-2,-8,0,2399
-7,-3,0,-4,-8,-8,-1,-8,0,2400
-7,-3,0,-4,-8,-7,-1,-8,0,2401
-7,-3,0,-4,-8,-7,-1,-8,0,2402
-7,-3,0,-4,-7,-7,-1,-8,0,2403
-7,-3,0,-4,-7,-7,-1,-8,0,2404
-7,-2,0,-4,-7,-7,-1,-8,0,2405
-7,-2,0,-4,-7,-7,-1,-8,0,2406
-7,-2,0,-4,-7,-7,-1,-8,0,2407
-7,-2,0,-3,-6,-6,-1,-8,0,2408
-7,-2,0,-3,-6,-6,0,-8,0,2409
-7,-2,0,-3,-6,-6,0,-7,0,2410
-6,-2,0,-3,-6,-6,0,-7,0,2411
-6,-2,0,-3,-6,-6,0,-7,0,2412
-6,-2,0,-3,-6,-6,0,-7,0,2413
-6,-2,0,-3,-6,-6,0,-7,0,2414
-6,-2,0,-2,-6,-6,0,-7,0,2415
-6,-2,0,-2,-6,-6,0,-7,0,2416
-6,-2,0,-2,-5,-6,0,-7,0,2417
-6,-2,0,-2,-5,-6,0,-7,0,2418
-6,-2,0,-2,-5,-5,0,-7,0,2419
-6,-2,0,-2,-5,-5,0,-7,0,2420
-6,-2,0,-2,-5,-5,0,-7,0,2421
-5,-2,0,-2,-5,-5,0,-7,0,2422
-5,-2,0,-2,-5,-5,0,-7,0,2423
-5,-2,0,-2,-5,-5,0,-7,0,2424
-5,-2,0,-2,-5,-4,0,-7,0,2425
-5,-2,1,-2,-4,-4,0,-7,0,2426
-5,-2,1,-2,-4,-4,0,-7,0,2427
-5,-1,1,-2,-4,-4,0,-7,0,2428
-5,-1,1,-2,-4,-4,1,-7,0,2429
-5,-1,1,-2,-4,-4,1,-7,0,2430
-5,-1,1,-1,-3,-4,1,-7,0,2431
-5,-1,1,-1,-3,-3,1,-7,0,2432
-5,-1,1,-1,-3,-3,1,-7,0,2433
-5,0,1,-1,-3,-3,1,-7,0,2434
-5,0,1,-1,-3,-3,1,-6,0,2435
-4,0,1,-1,-3,-3,1,-6,0,2436
-4,0,1,-1,-3,-3,1,-6,0,2437
-4,0,0,-1,-2,-3,1,-6,0,2438
-4,0,0,-1,-2,-2,1,-6,0,2439
-4,0,0,-1,-2,-2,1,-6,0,2440
-4,0,0,-1,-2,-2,1,-6,0,2441
-4,0,0,-1,-2,-2,1,-6,0,2442
-4,0,0,-1,-2,-2,1,-6,0,2443
-4,0,0,-1,-2,-2,1,-5,0,2444
-4,0,0,-1,-2,-1,1,-5,0,2445
-4,0,0,-1,-2,-1,1,-5,0,2446
-4,0,0,-1,-1,-1,2,-5,0,2447
-4,0,0,-1,-1,-1,2,-5,0,2448
-4,0,0,-1,-1,-1,2,-5,0,2449
-4,0,0,-1,-1,-1,2,-5,0,2450
-4,0,0,0,-1,-1,2,-5,0,2451
-4,0,0,0,-1,-1,2,-5,0,2452
-4,0,0,0,-1,-1,2,-5,0,2453
-4,0,0,0,-1,-1,1,-5,0,2454
-4,1,0,0,-1,-1,1,-5,0,2455
-3,1,0,0,-1,-1,2,-5,0,2456
-3,1,0,0,-1,-1,2,-5,0,2457
-3,1,0,0,-1,-1,2,-5,0,2458
-3,1,0,0,-1,-1,2,-5,0,2459
-3,1,0,0,-1,-1,2,-5,0,2460
-3,1,0,0,-1,-1,2,-5,0,2461
-3,1,0,0,-1,0,2,-5,0,2462
-3,1,0,0,-1,0,2,-5,0,2463
-3,1,1,0,-1,0,2,-5,0,2464
-3,1,1,0,0,0,2,-4,0,2465
-3,1,1,0,0,0,2,-4,0,2466
-3,1,1,0,0,0,2,-4,0,2467
-3,1,1,0,0,0,3,-4,0,2468
-3,1,1,0,0,1,3,-4,0,2469
-3,1,1,0,0,1,3,-4,0,2470
-3,1,1,0,1,1,3,-4,0,2471
-3,2,1,0,1,1,3,-4,0,2472
-3,2,1,0,1,1,3,-4,0,2473
-3,2,1,0,1,1,3,-4,0,2474
-3,2,1,0,1,1,3,-4,0,2475
-3,2,1,0,1,1,3,-4,0,2476
-3,2,1,0,1,1,4,-4,0,2477
-2,2,1,0,1,1,4,-3,0,2478
-2,2,1,0,1,1,4,-3,0,2479
-2,3,1,0,1,1,4,-3,0,2480
-2,3,1,0,1,1,4,-3,0,2481
-2,3,1,0,1,1,4,-3,0,2482
-2,3,1,1,1,1,4,-3,0,2483
-2,3,1,1,1,2,4,-3,0,2484
-2,3,1,1,1,2,4,-3,0,2485
-1,3,1,1,1,2,4,-3,0,2486
-1,3,1,1,1,2,4,-3,0,2487
-1,3,1,1,1,2,4,-3,0,2488
-1,3,1,1,1,2,4,-3,0,2489
-1,3,1,1,1,2,4,-3,0,2490
-1,3,1,1,2,2,4,-3,0,2491
-1,3,1,1,2,2,4,-3,0,2492
-1,4,1,1,2,2,4,-3,0,2493
-1,4,1,1,2,2,4,-2,0,2494
-1,4,1,1,2,2,4,-2,0,2495
0,4,1,1,2,2,4,-2,0,2496
0,4,1,1,2,2,4,-2,0,2497
0,4,1,1,2,2,4,-2,0,2498
0,4,1,2,2,2,4,-2,0,2499
0,4,1,2,2,2,4,-2,0,2500
0,4,1,2,3,2,4,-2,0,2501
0,4,1,2,3,3,4,-2,0,2502
0,4,1,2,3,3,4,-2,0,2503
0,4,1,2,3,3,5,-2,0,2504
0,4,1,2,3,3,5,-2,0,2505
0,4,1,2,3,3,5,-2,0,2506
0,4,1,2,3,3,5,-2,0,2507
0,4,1,3,3,3,5,-2,0,2508
0,4,1,3,3,3,5,-2,0,2509
0,4,1,3,3,3,5,-2,0,2510
0,4,1,3,3,3,5,-2,0,2511
0,4,1,3,3,3,5,-2,0,2512
0,4,1,3,3,3,5,-2,0,2513
0,4,1,3,3,3,5,-2,0,2514
0,4,1,3,3,3,5,-2,0,2515
0,4,1,2,3,3,4,-2,0,2516
0,4,1,2,3,3,4,-2,0,2517
1,3,1,2,2,3,4,-2,0,2518
1,3,1,2,2,2,4,-2,0,2519
1,2,1,2,1,2,4,-2,0,2520
1,2,1,1,1,2,4,-2,0,2521
1,1,1,1,1,2,4,-2,0,2522
1,1,1,1,1,2,4,-2,0,2523
1,0,1,1,1,3,5,-2,0,2524
1,0,1,1,1,4,6,-1,0,2525
2,1,1,2,2,5,7,-1,0,2526
3,1,1,3,4,8,10,0,0,2527
4,3,1,4,7,11,13,1,0,2528
6,5,2,6,10,14,16,3,0,2529
9,9,2,9,15,19,21,6,0,2530
12,13,4,12,21,25,27,10,0,2531
16,18,5,16,27,31,33,14,0,2532
21,25,8,21,35,39,40,19,0,2533
25,32,10,26,43,47,47,24,0,2534
32,41,13,32,51,55,56,30,0,2535
39,49,17,39,60,64,65,36,0,2536
46,59,20,46,70,73,74,44,0,2537
54,70,24,54,80,83,83,51,0,2538
62,81,28,61,89,92,92,59,0,2539
70,92,32,69,98,101,100,66,0,2540
79,103,36,76,107,109,108,74,0,2541
86,114,39,83,115,116,116,81,0,2542
94,123,43,90,122,123,123,88,0,2543
101,133,46,96,128,129,129,94,0,2544
107,141,48,101,133,134,134,99,0,2545
112,148,51,106,138,138,138,104,0,2546
116,154,52,109,141,142,142,107,0,2547
120,159,54,112,144,144,144,110,0,2548
122,162,54,114,145,146,146,111,0,2549
123,164,54,114,146,146,146,112,0,2550
123,164,54,114,146,146,146,112,0,2551
122,163,53,113,145,145,145,111,0,2552
120,160,52,110,144,143,143,109,0,2553
117,157,50,107,141,140,141,105,0,2554
113,151,48,103,138,136,137,102,0,2555
108,145,45,98,134,132,132,97,0,2556
102,138,42,92,129,126,127,91,0,2557
96,129,38,85,123,119,121,85,0,2558
89,120,35,78,116,112,114,79,0,2559
81,110,31,71,108,104,106,72,0,2560
73,99,27,63,100,95,97,65,0,2561
65,88,23,55,91,86,88,57,0,2562
57,77,20,48,82,77,79,50,0,2563
49,66,16,40,73,67,70,42,0,2564
41,56,13,33,63,58,60,35,0,2565
34,46,10,26,54,49,51,29,0,2566
27,38,7,20,46,41,43,23,0,2567
22,29,5,15,38,33,35,18,0,2568
17,22,3,11,31,26,27,13,0,2569
13,15,2,8,24,20,21,8,0,2570
9,10,1,5,18,14,15,5,0,2571
6,6,0,3,13,10,10,2,0,2572
4,3,0,1,9,7,6,0,0,2573
2,1,-1,0,6,4,4,0,0,2574
1,-1,-1,0,4,2,1,-1,0,2575
0,-2,-1,-1,2,1,0,-2,0,2576
0,-2,-1,-1,1,0,-1,-2,0,2577
0,-2,-1,-1,0,0,-1,-1,0,2578
0,-2,-1,-1,0,0,-1,-1,0,2579
0,-1,-1,0,0,0,0,0,0,2580
0,-1,-1,0,0,0,0,0,0,2581
0,0,-1,0,0,0,0,0,0,2582
0,0,-1,0,0,0,0,1,0,2583
0,1,0,1,0,0,1,1,0,2584
0,1,0,1,0,1,2,2,0,2585
0,2,0,1,1,1,2,2,0,2586
0,2,0,1,1,1,2,2,0,2587
0,3,0,1,1,1,3,2,0,2588
0,3,0,1,1,2,3,3,0,2589
1,3,0,1,2,2,3,3,0,2590
1,4,0,2,2,2,4,3,0,2591
1,4,0,2,3,3,4,3,0,2592
2,5,0,2,4,4,5,4,0,2593
3,6,0,2,5,5,5,4,0,2594
3,6,0,2,6,5,6,4,0,2595
4,7,0,2,6,6,7,5,0,2596
5,8,0,2,6,7,8,5,0,2597
5,8,-1,2,6,7,8,6,0,2598
6,8,-2,1,5,6,8,5,0,2599
6,8,-3,0,2,5,7,5,0,2600
6,7,-4,-2,0,2,5,4,0,2601
5,5,-5,-4,-5,-1,3,2,0,2602
3,3,-6,-7,-11,-6,-1,-1,0,2603
1,0,-7,-10,-19,-13,-6,-6,0,2604
-2,-5,-8,-13,-27,-21,-13,-11,0,2605
-6,-12,-7,-15,-35,-30,-22,-18,0,2606
-11,-19,-6,-17,-42,-39,-31,-26,0,2607
-17,-28,-3,-18,-47,-48,-40,-34,0,2608
-24,-36,0,-17,-49,-54,-49,-43,0,2609
-30,-44,6,-12,-45,-57,-57,-50,0,2610
-36,-50,15,-4,-35,-55,-61,-55,0,2611
-40,-54,27,8,-17,-46,-61,-57,0,2612
-42,-54,41,25,9,-28,-55,-54,0,2613
-40,-48,57,47,47,-1,-42,-46,0,2614
-35,-36,75,74,94,36,-20,-31,0,2615
-25,-17,94,105,152,85,10,-7,0,2616
-9,9,113,139,220,145,51,24,0,2617
11,45,131,175,294,217,103,64,0,2618
37,90,147,210,372,297,164,113,0,2619
70,143,159,242,450,383,234,169,0,2620
108,203,166,268,525,472,309,232,0,2621
150,269,166,286,592,560,388,298,0,2622
194,337,158,292,647,644,467,366,0,2623
239,406,141,285,686,718,543,432,0,2624
283,473,115,263,705,780,612,494,0,2625
324,535,79,224,702,825,671,549,0,2626
361,588,35,169,676,851,717,594,0,2627
392,631,-15,98,626,856,747,628,0,2628
414,660,-72,14,555,839,761,648,0,2629
428,676,-133,-79,465,801,757,653,0,2630
433,676,-195,-179,360,744,735,643,0,2631
427,661,-256,-282,245,670,696,619,0,2632
412,632,-312,-382,126,582,644,583,0,2633
389,589,-361,-474,8,485,579,535,1024,2634
358,536,-401,-555,-102,384,506,478,0,2635
322,475,-431,-620,-202,283,427,416,0,2636
281,407,-448,-667,-286,185,347,351,0,2637
237,338,-453,-694,-352,96,269,285,0,2638
193,268,-445,-699,-397,18,195,221,0,2639
151,202,-426,-685,-422,-46,127,162,0,2640
111,141,-397,-652,-428,-97,69,109,0,2641
74,86,-360,-603,-416,-134,22,63,0,2642
43,41,-317,-542,-389,-157,-16,26,0,2643
17,3,-271,-473,-351,-168,-44,-3,0,2644
-3,-25,-223,-398,-305,-167,-63,-25,0,2645
-18,-45,-176,-323,-255,-159,-73,-40,0,2646
-29,-58,-132,-250,-204,-143,-76,-49,0,2647
-35,-65,-92,-183,-155,-124,-75,-53,0,2648
-38,-66,-58,-122,-110,-103,-69,-52,0,2649
-38,-63,-29,-71,-70,-81,-60,-49,0,2650
-35,-57,-6,-29,-38,-61,-51,-45,0,2651
-31,-50,9,3,-12,-43,-41,-39,0,2652
-26,-42,21,25,6,-28,-32,-33,0,2653
-21,-33,28,41,19,-16,-24,-27,0,2654
-17,-26,31,49,27,-7,-17,-22,0,2655
-12,-19,31,53,30,0,-11,-18,0,2656
-9,-14,30,52,31,2,-7,-15,0,2657
-6,-10,27,49,29,4,-4,-12,0,2658
-3,-7,24,44,26,4,-2,-11,0,2659
-2,-5,20,39,22,4,-1,-10,0,2660
-1,-4,17,33,18,2,-1,-9,0,2661
0,-3,14,28,15,1,-1,-9,0,2662
0,-3,12,24,12,0,-1,-9,0,2663
0,-3,10,20,10,-1,-2,-9,0,2664
0,-3,9,17,8,-2,-2,-9,0,2665
0,-4,8,15,7,-3,-2,-9,0,2666
0,-4,8,14,7,-4,-3,-9,0,2667
0,-4,7,13,6,-4,-3,-9,0,2668
0,-4,7,13,6,-4,-3,-9,0,2669
0,-4,7,13,6,-4,-3,-9,0,2670
0,-4,7,13,7,-4,-3,-9,0,2671
0,-4,7,13,7,-4,-3,-9,0,2672
0,-4,7,13,7,-4,-3,-9,0,2673
0,-4,7,13,7,-4,-3,-9,0,2674
0,-4,7,13,7,-4,-3,-9,0,2675
0,-4,7,13,8,-3,-3,-9,0,2676
0,-4,7,13,8,-3,-2,-9,0,2677
0,-4,7,13,8,-3,-2,-9,0,2678
0,-4,7,13,8,-3,-2,-9,0,2679
0,-4,7,13,8,-3,-2,-9,0,2680
0,-4,7,13,8,-3,-2,-9,0,2681
0,-4,7,13,8,-3,-2,-9,0,2682
0,-4,7,13,8,-2,-2,-9,0,2683
0,-4,7,13,8,-2,-2,-9,0,2684
0,-4,7,13,8,-2,-2,-8,0,2685
0,-4,7,13,9,-2,-2,-8,0,2686
0,-3,7,13,9,-2,-2,-8,0,2687
0,-3,7,12,9,-2,-2,-8,0,2688
0,-3,6,12,9,-1,-2,-8,0,2689
0,-3,6,12,9,-1,-2,-8,0,2690
0,-3,6,12,9,-1,-1,-8,0,2691
0,-3,6,12,9,-1,-1,-8,0,2692
0,-3,6,12,9,-1,-1,-8,0,2693
0,-2,6,12,9,-1,-1,-8,0,2694
0,-2,6,12,9,-1,-1,-8,0,2695
0,-2,6,12,8,-1,-1,-8,0,2696
0,-2,6,12,8,-1,-1,-8,0,2697
0,-3,6,12,8,-1,-1,-8,0,2698
0,-3,5,12,7,-1,-1,-8,0,2699
0,-3,5,12,6,-1,-1,-8,0,2700
0,-3,5,11,6,-2,-1,-8,0,2701
0,-4,5,11,5,-2,-1,-8,0,2702
0,-4,5,11,5,-3,-2,-8,0,2703
0,-4,5,11,5,-3,-2,-8,0,2704
0,-4,4,11,5,-3,-2,-8,0,2705
0,-4,4,11,6,-2,-1,-8,0,2706
0,-3,4,11,8,-1,-1,-7,0,2707
1,-2,4,12,11,0,-1,-6,0,2708
2,-1,5,12,14,2,0,-5,0,2709
4,0,5,14,19,5,1,-3,0,2710
6,3,6,15,25,10,2,-1,0,2711
8,7,7,17,33,15,4,2,0,2712
12,11,9,20,42,22,7,6,0,2713
16,16,10,23,51,30,10,10,0,2714
20,22,13,27,63,39,14,14,0,2715
25,29,15,31,76,48,19,19,0,2716
30,37,18,36,90,59,24,25,0,2717
37,45,21,42,106,71,30,31,0,2718
44,54,24,48,122,85,37,37,0,2719
51,64,28,55,139,99,44,44,0,2720
59,74,32,63,157,114,51,51,0,2721
67,85,35,71,176,129,59,59,0,2722
75,96,39,79,195,145,68,66,0,2723
84,107,43,88,214,162,77,74,0,2724
92,118,47,98,234,179,87,82,0,2725
101,129,51,108,253,196,97,89,0,2726
109,141,55,118,272,213,108,97,0,2727
118,152,58,129,291,230,119,105,0,2728
126,163,62,140,309,247,130,112,0,2729
134,173,65,151,327,264,141,120,0,2730
141,184,68,162,345,280,153,127,0,2731
149,194,71,173,361,295,164,134,0,2732
156,203,74,184,378,310,175,141,0,2733
163,213,76,195,393,325,186,147,0,2734
169,222,79,206,408,338,196,154,0,2735
176,231,81,216,422,351,206,159,0,2736
182,239,84,225,435,362,215,165,0,2737
187,247,86,234,448,374,224,170,0,2738
193,254,88,242,460,384,232,175,0,2739
198,261,90,250,471,393,239,180,0,2740
203,268,92,256,481,402,246,184,0,2741
207,274,93,262,491,410,252,188,0,2742
211,279,95,267,500,418,257,191,0,2743
215,284,97,271,508,424,261,194,0,2744
218,288,98,275,515,430,265,197,0,2745
221,292,99,278,522,436,268,199,0,2746
223,296,100,281,527,440,271,201,0,2747
225,298,101,283,532,444,273,203,0,2748
226,300,102,285,536,447,275,204,0,2749
228,302,103,286,538,450,277,205,0,2750
228,303,103,288,540,452,278,206,0,2751
229,304,104,288,540,453,279,206,0,2752
230,304,104,289,539,453,280,206,0,2753
230,303,104,289,537,452,280,206,0,2754
230,303,104,289,533,450,280,205,0,2755
229,301,104,289,529,447,280,204,0,2756
228,299,104,288,522,442,279,202,0,2757
226,297,103,286,515,437,277,201,0,2758
224,294,102,284,506,431,275,199,0,2759
221,290,101,281,496,423,273,196,0,2760
218,286,99,278,485,414,270,193,0,2761
214,281,97,274,473,404,266,190,0,2762
210,275,94,270,460,393,262,186,0,2763
205,269,92,265,446,380,257,182,0,2764
199,262,88,259,431,367,252,177,0,2765
193,254,85,252,415,353,246,172,0,2766
186,246,81,245,398,338,239,166,0,2767
178,236,77,238,381,322,231,160,0,2768
170,226,73,229,363,305,223,153,0,2769
161,215,69,220,344,288,214,146,0,2770
152,204,64,210,324,270,204,138,0,2771
142,192,59,200,303,252,194,129,0,2772
133,179,55,189,282,233,183,120,0,2773
122,166,50,177,260,214,171,111,0,2774
112,153,45,164,238,195,159,102,0,2775
102,139,41,151,215,175,146,92,0,2776
91,125,36,138,192,155,133,83,0,2777
81,111,32,124,169,136,120,73,0,2778
70,97,27,110,147,117,106,64,0,2779
60,84,23,96,125,98,92,54,0,2780
51,71,18,83,104,80,79,45,0,2781
41,59,14,70,84,63,66,37,0,2782
33,47,11,57,65,48,53,29,0,2783
25,37,7,46,48,34,43,22,0,2784
18,26,4,35,33,21,32,14,0,2785
11,17,2,25,20,9,22,8,0,2786
6,9,0,17,8,0,13,2,0,2787
1,2,-1,10,-1,-9,5,-3,0,2788
-3,-3,-2,4,-10,-16,0,-8,0,2789
-6,-9,-4,-1,-17,-21,-6,-11,0,2790
-9,-13,-5,-6,-22,-26,-10,-14,0,2791
-11,-16,-5,-9,-25,-29,-13,-17,0,2792
-12,-19,-6,-11,-28,-30,-16,-19,0,2793
-13,-20,-6,-13,-30,-31,-18,-20,0,2794
-14,-21,-6,-14,-30,-32,-19,-21,0,2795
-14,-22,-6,-15,-31,-31,-19,-21,0,2796
-14,-22,-6,-15,-30,-31,-19,-21,0,2797
-14,-22,-6,-15,-30,-30,-19,-20,0,2798
-14,-22,-6,-14,-29,-29,-19,-20,0,2799
-14,-21,-5,-14,-28,-28,-18,-19,0,2800
-14,-20,-5,-13,-27,-27,-18,-18,0,2801
-14,-20,-5,-13,-26,-26,-18,-18,0,2802
-14,-19,-5,-12,-26,-25,-17,-17,0,2803
-14,-18,-5,-12,-25,-25,-17,-16,0,2804
-14,-18,-5,-11,-25,-24,-16,-16,0,2805
-14,-17,-5,-11,-24,-24,-16,-15,0,2806
-14,-17,-5,-10,-24,-24,-16,-15,0,2807
-14,-16,-5,-10,-23,-23,-15,-15,0,2808
-13,-16,-5,-10,-23,-23,-15,-15,0,2809
-13,-15,-5,-10,-23,-22,-14,-14,0,2810
-13,-15,-5,-10,-22,-22,-14,-14,0,2811
-13,-14,-5,-9,-22,-21,-13,-14,0,2812
-13,-13,-4,-9,-21,-21,-13,-14,0,2813
-12,-13,-4,-9,-20,-20,-12,-14,0,2814
-12,-12,-4,-9,-20,-20,-12,-14,0,2815
-12,-12,-4,-9,-19,-19,-11,-14,0,2816
-12,-12,-4,-9,-19,-19,-11,-14,0,2817
-12,-11,-4,-9,-19,-18,-10,-14,0,2818
-11,-11,-4,-9,-18,-18,-10,-15,0,2819
-11,-11,-4,-9,-18,-18,-10,-15,0,2820
-11,-11,-4,-9,-18,-18,-9,-15,0,2821
-11,-10,-4,-9,-18,-17,-9,-15,0,2822
-11,-10,-4,-9,-17,-17,-9,-15,0,2823
-11,-10,-4,-9,-17,-17,-9,-15,0,2824
-10,-10,-4,-9,-17,-17,-9,-15,0,2825
-10,-10,-4,-9,-17,-17,-8,-15,0,2826
-10,-10,-4,-9,-17,-17,-8,-15,0,2827
-10,-9,-4,-9,-17,-16,-8,-14,0,2828
-10,-9,-4,-9,-17,-16,-8,-14,0,2829
-10,-9,-4,-8,-17,-16,-8,-14,0,2830
-10,-9,-4,-8,-17,-16,-8,-14,0,2831
-10,-9,-4,-8,-16,-16,-8,-14,0,2832
-10,-8,-4,-8,-16,-16,-7,-14,0,2833
-10,-8,-4,-8,-16,-15,-7,-14,0,2834
-10,-8,-3,-8,-16,-15,-7,-14,0,2835
-10,-8,-3,-8,-16,-15,-7,-13,0,2836
-10,-8,-3,-8,-16,-15,-7,-13,0,2837
-9,-8,-3,-8,-16,-15,-7,-13,0,2838
-9,-8,-3,-8,-16,-15,-7,-13,0,2839
-9,-8,-3,-8,-16,-15,-7,-13,0,2840
-9,-8,-3,-8,-15,-15,-7,-13,0,2841
-9,-8,-3,-8,-15,-15,-7,-13,0,2842
-9,-8,-3,-8,-15,-15,-7,-13,0,2843
-9,-8,-3,-8,-15,-15,-7,-13,0,2844
-9,-7,-3,-8,-15,-15,-7,-13,0,2845
-9,-7,-3,-8,-15,-14,-7,-13,0,2846
-9,-7,-3,-8,-15,-14,-6,-13,0,2847
-9,-7,-3,-8,-15,-14,-6,-13,0,2848
-9,-7,-3,-8,-15,-14,-6,-13,0,2849
-9,-7,-3,-8,-15,-14,-6,-13,0,2850
-9,-7,-3,-7,-14,-13,-6,-13,0,2851
-9,-7,-3,-7,-14,-13,-6,-13,0,2852
-9,-6,-2,-7,-14,-13,-6,-12,0,2853
-9,-6,-2,-7,-14,-13,-6,-12,0,2854
-8,-6,-2,-7,-14,-13,-5,-12,0,2855
-8,-6,-2,-7,-13,-13,-5,-12,0,2856
-8,-6,-2,-7,-13,-13,-5,-12,0,2857
-8,-6,-2,-7,-13,-13,-5,-12,0,2858
-8,-5,-2,-7,-13,-12,-5,-12,0,2859
-8,-5,-2,-7,-13,-12,-4,-12,0,2860
-8,-5,-2,-7,-13,-12,-4,-12,0,2861
-8,-5,-2,-7,-13,-12,-4,-12,0,2862
-8,-5,-2,-6,-12,-12,-4,-12,0,2863
-8,-5,-2,-6,-12,-12,-4,-12,0,2864
-8,-5,-2,-6,-12,-12,-4,-12,0,2865
-8,-5,-2,-6,-12,-12,-4,-12,0,2866
-8,-5,-2,-6,-12,-12,-4,-12,0,2867
-8,-5,-2,-6,-12,-12,-4,-12,0,2868
-8,-5,-2,-6,-12,-12,-4,-12,0,2869
-8,-5,-2,-6,-12,-11,-4,-12,0,2870
-8,-5,-2,-6,-12,-11,-4,-12,0,2871
-8,-5,-2,-6,-12,-11,-4,-12,0,2872
